번호,종목코드,종목명,업종코드,업종명,상장주식수,자본금
1227,293780,압타바이오,137001,자연과학 및 공학 연구개발업,11095233,5547616500
1228,267810,앙츠,199501,컴퓨터 및 통신장비 수리업,1547000,773500000
1229,18250,애경산업,32004,기타 화학제품 제조업,26409935,26409935000
1230,161000,애경유화,32001,기초 화학물질 제조업,32040000,16020000000
1231,196300,애니젠,32101,기초 의약물질 및 생물학적 제제 제조업,5016165,2508082500
1232,310200,애니플러스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",28407439,2840743900
1233,179530,애드바이오텍,32102,의약품 제조업,2534673,1267336500
1234,205500,액션스퀘어,105802,소프트웨어 개발 및 공급업,41332645,20666322500
1235,52790,액토즈소프트,105802,소프트웨어 개발 및 공급업,11330638,5665319000
1236,131400,액트,32602,전자부품 제조업,22891045,11445522500
1237,290740,액트로,32602,전자부품 제조업,10065011,5032505500
1238,238090,앤디포스,32202,플라스틱제품 제조업,55161726,11032345200
1239,92600,앤씨앤,32601,반도체 제조업,20947500,10473750000
1240,129890,앱코,32603,컴퓨터 및 주변장치 제조업,9688732,4844366000
1241,174900,앱클론,32103,의료용품 및 기타 의약 관련제품 제조업,15278069,7639034500
1242,255440,야스,32902,특수 목적용 기계 제조업,13058000,6569000000
1243,30960,양지사,31801,인쇄 및 인쇄관련 산업,15980000,7990000000
1244,102120,어보브반도체,32601,반도체 제조업,17459653,8729826500
1245,238120,얼라인드,32703,사진장비 및 광학기기 제조업,7189448,3594724000
1246,224810,엄지하우스,64204,실내건축 및 건축마무리 공사업,4200000,2100000000
1247,19990,에너토크,32901,일반 목적용 기계 제조업,9756088,4878044000
1248,11090,에넥스,33201,가구 제조업,59991641,29995820500
1249,41440,에버다임,32902,특수 목적용 기계 제조업,17915944,8957972000
1250,270660,에브리봇,32805,가정용 기기 제조업,1307106,653553000
1251,38680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",16075215,8037607500
1252,217480,에스디생명공학,32004,기타 화학제품 제조업,22415066,11207533000
1253,121890,에스디시스템,32602,전자부품 제조업,9609200,4804600000
1254,97780,에스맥,32604,통신 및 방송 장비 제조업,261145602,52229120400
1255,42110,에스씨디,32805,가정용 기기 제조업,48329564,24164782000
1256,298060,에스씨엠생명과학,32102,의약품 제조업,11875855,5937927500
1257,65420,에스아이리소스,20501,석탄 광업,66340075,6634007500
1258,270210,에스알바이오텍,32004,기타 화학제품 제조업,806808,403404000
1259,103230,에스앤더블류,32901,일반 목적용 기계 제조업,7200000,3600000000
1260,260970,에스앤디,31007,기타 식품 제조업,3036420,1518210000
1261,900080,에스앤씨엔진그룹,116409,기타 금융업,123759593,641928600
1262,101490,에스앤에스텍,32602,전자부품 제조업,21451447,10725723500
1263,95910,에스에너지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",14742182,7371091000
1264,275630,에스에스알,105802,소프트웨어 개발 및 공급업,5930038,2965019000
1265,31330,에스에이엠티,74605,기계장비 및 관련 물품 도매업,99995067,49997533500
1266,60540,에스에이티,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",26133306,13066653000
1267,158300,에스에이티이엔지,32902,특수 목적용 기계 제조업,3306335,1653167500
1268,56190,에스에프에이,32902,특수 목적용 기계 제조업,35908760,17954380000
1269,80000,에스엔유,32902,특수 목적용 기계 제조업,34322870,17161435000
1270,86460,에스엔피제네틱스,137001,자연과학 및 공학 연구개발업,1823850,911925000
1271,5850,에스엘,33003,자동차 신품 부품 제조업,48203277,24101638500
1272,246250,에스엘에스바이오,137209,기타 과학기술 서비스업,6850603,3425301500
1273,41510,에스엠,105902,오디오물 출판 및 원판 녹음업,23452501,11726250500
1274,299670,에스엠비나,31401,봉제의복 제조업,5450000,545000000
1275,7820,에스엠코어,32901,일반 목적용 기계 제조업,20033946,10016973000
1276,109610,에스와이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",46869082,23434541000
1277,12750,에스원,147503,"경비, 경호 및 탐정업",37999178,18999589000
1278,306040,에스제이그룹,31501,"가죽, 가방 및 유사제품 제조업",9865828,4932914000
1279,80440,에스제이케이,74607,기타 전문 도매업,13325960,6662980000
1280,217910,에스제이켐,32001,기초 화학물질 제조업,12990522,1299052200
1281,224020,에스케이씨에스,32202,플라스틱제품 제조업,3075000,1537500000
1282,96630,에스코넥,32604,통신 및 방송 장비 제조업,65265724,13053144800
1283,69510,에스텍,32605,영상 및 음향기기 제조업,10910000,5455000000
1284,41910,에스텍파마,32102,의약품 제조업,11898263,5949131500
1285,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",20826160,10413080000
1286,39440,에스티아이,32902,특수 목적용 기계 제조업,15830000,7915000000
1287,98660,에스티오,31401,봉제의복 제조업,12500976,6250488000
1288,52020,에스티큐브,74605,기계장비 및 관련 물품 도매업,30385009,15192504500
1289,237690,에스티팜,32102,의약품 제조업,18656000,9328000000
1290,50760,에스폴리텍,32202,플라스틱제품 제조업,16334678,8167339000
1291,288620,에스퓨얼셀,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",6544316,3272158000
1292,317830,에스피시스템스,32902,특수 목적용 기계 제조업,8145700,814570000
1293,58610,에스피지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",20876975,10438487500
1294,43340,에쎈테크,32901,일반 목적용 기계 제조업,72000000,36000000000
1295,23960,에쓰씨엔지니어링,64102,토목 건설업,25016587,12508293500
1296,298690,에어부산,85101,항공 여객 운송업,82070000,82070000000
1297,54630,에이디칩스,33309,그외 기타 제품 제조업,53009461,26504730500
1298,200710,에이디테크놀로지,32601,반도체 제조업,13274598,6932057500
1299,96690,에이루트,32603,컴퓨터 및 주변장치 제조업,12751358,6375679000
1300,140910,에이리츠,126801,부동산 임대 및 공급업,3792775,18963875000
1301,78520,에이블씨엔씨,32004,기타 화학제품 제조업,27033459,13516729500
1302,298380,에이비엘바이오,32101,기초 의약물질 및 생물학적 제제 제조업,46321225,23160612500
1303,203400,에이비온,137001,자연과학 및 공학 연구개발업,12536060,6268030000
1304,195990,에이비프로바이오,32902,특수 목적용 기계 제조업,251469584,1.25735E+11
1305,3800,에이스침대,33201,가구 제조업,11090000,11090000000
1306,322190,에이스캠퍼,33002,자동차 차체 및 트레일러 제조업,7505197,750519700
1307,88800,에이스테크,32604,통신 및 방송 장비 제조업,40957928,20478964000
1308,241840,에이스토리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",9318240,4659120000
1309,138360,에이씨티,32004,기타 화학제품 제조업,34611984,17305992000
1310,39230,에이아이비트,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",110362573,55181286500
1311,312610,에이에프더블류,32802,일차전지 및 축전지 제조업,10128444,5064222000
1312,15260,에이엔피,32602,전자부품 제조업,21826409,10913204500
1313,234070,에이원알폼,147603,산업용 기계 및 장비 임대업,3571441,1785720500
1314,102210,에이치디,33101,선박 및 보트 건조업,73696405,7369640500
1315,72990,에이치시티,137209,기타 과학기술 서비스업,6927600,3463800000
1316,44990,에이치엔에스하이텍,32602,전자부품 제조업,7511064,3755532000
1317,176440,에이치엔티,32602,전자부품 제조업,85739345,8573934500
1318,28300,에이치엘비,33101,선박 및 보트 건조업,53102772,26551386000
1319,67630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",47090453,23545226500
1320,47920,에이치엘비제약,137001,자연과학 및 공학 연구개발업,22316164,11158082000
1321,43220,에이치엘비파워,32902,특수 목적용 기계 제조업,91115377,45557688500
1322,239610,에이치엘사이언스,31007,기타 식품 제조업,5142148,2571074000
1323,353070,에이치엠씨제4호스팩,116601,금융 지원 서비스업,4310000,431000000
1324,353060,에이치엠씨제5호스팩,116601,금융 지원 서비스업,5115000,511500000
1325,44780,에이치케이,32902,특수 목적용 기계 제조업,18505787,9252893500
1326,71670,에이테크솔루션,32902,특수 목적용 기계 제조업,10000000,5000000000
1327,45660,에이텍,32603,컴퓨터 및 주변장치 제조업,8260000,4130000000
1328,224110,에이텍티앤,32604,통신 및 방송 장비 제조업,5340000,2670000000
1329,230980,에이트원,105802,소프트웨어 개발 및 공급업,16429142,1642914200
1330,21080,에이티넘인베스트,116402,신탁업 및 집합투자업,48000000,24000000000
1331,89530,에이티세미콘,32601,반도체 제조업,126615812,63307906000
1332,200470,에이팩트,137309,"그외 기타 전문, 과학 및 기술 서비스업",17553680,8776840000
1333,73070,에이팸,33003,자동차 신품 부품 제조업,28711325,14355662500
1334,207490,에이펙스인텍,32804,전구 및 조명장치 제조업,3600000,1800000000
1335,262260,에이프로,32809,기타 전기장비 제조업,6880626,3440313000
1336,109960,에이프로젠 H&G,74607,기타 전문 도매업,178695217,89347608500
1337,7460,에이프로젠 KIC,32509,기타 금속 가공제품 제조업,183675114,91837557000
1338,3060,에이프로젠제약,32102,의약품 제조업,398575767,1.99288E+11
1339,244920,에이플러스에셋,116602,보험 및 연금관련 서비스업,22607693,11303846500
1340,89970,에이피티씨,32902,특수 목적용 기계 제조업,23564595,2356459500
1341,230240,에치에프알,32604,통신 및 방송 장비 제조업,12882020,6441010000
1342,64510,에코마이스터,32902,특수 목적용 기계 제조업,26691608,13345804000
1343,230360,에코마케팅,137103,광고업,32517874,3251787400
1344,38870,에코바이오,147401,사업시설 유지·관리 서비스업,11610994,5805497000
1345,128540,에코캡,33003,자동차 신품 부품 제조업,14558800,1455880000
1346,86520,에코프로,32004,기타 화학제품 제조업,22090191,11045095500
1347,247540,에코프로비엠,32802,일차전지 및 축전지 제조업,21035166,10517583000
1348,38110,에코플라스틱,33003,자동차 신품 부품 제조업,25669370,12834685000
1349,73540,에프알텍,32604,통신 및 방송 장비 제조업,11400000,5700000000
1350,64850,에프앤가이드,106309,기타 정보 서비스업,12080000,6040000000
1351,64090,에프앤리퍼블릭,74608,상품 종합 도매업,109894095,54947047500
1352,36810,에프에스티,32602,전자부품 제조업,20233814,10116907000
1353,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,14364880,7182440000
1354,83500,에프엔에스테크,32902,특수 목적용 기계 제조업,8385722,4192861000
1355,54940,엑사이엔씨,64204,실내건축 및 건축마무리 공사업,33173548,16586774000
1356,950130,엑세스바이오,32103,의료용품 및 기타 의약 관련제품 제조업,36315527,0
1357,205100,엑셈,105802,소프트웨어 개발 및 공급업,33882273,3388227300
1358,70300,엑스큐어,105802,소프트웨어 개발 및 공급업,7366074,3683037000
1359,92870,엑시콘,32902,특수 목적용 기계 제조업,10374180,5187090000
1360,317870,엔바이오니아,33309,그외 기타 제품 제조업,7583555,3791777500
1361,67570,엔브이에이치코리아,33003,자동차 신품 부품 제조업,29591785,15754388000
1362,236810,엔비티,137103,광고업,8314948,831494800
1363,140610,엔솔바이오사이언스,137001,자연과학 및 공학 연구개발업,9207571,4603785500
1364,101400,엔시트론,32601,반도체 제조업,32295909,16147954500
1365,36570,엔씨소프트,105802,소프트웨어 개발 및 공급업,21954022,10977011000
1366,217820,엔에스,32902,특수 목적용 기계 제조업,10769621,5384810500
1367,138250,엔에스쇼핑,74709,무점포 소매업,33696000,16848000000
1368,31860,엔에스엔,74608,상품 종합 도매업,52175423,26087711500
1369,238170,엔에스엠,32002,합성고무 및 플라스틱 물질 제조업,20774684,10387342000
1370,224760,엔에스컴퍼니,64102,토목 건설업,3939700,1969850000
1371,310840,엔에이치스팩13호,116601,금융 지원 서비스업,3420000,342000000
1372,319400,엔에이치스팩14호,116601,금융 지원 서비스업,8620000,862000000
1373,353190,엔에이치스팩16호,116601,금융 지원 서비스업,4310000,431000000
1374,359090,엔에이치스팩17호,116601,금융 지원 서비스업,7010000,701000000
1375,365590,엔에이치스팩18호,116601,금융 지원 서비스업,4600000,460000000
1376,265740,엔에프씨,32004,기타 화학제품 제조업,8931800,893180000
1377,354200,엔젠바이오,137309,"그외 기타 전문, 과학 및 기술 서비스업",12215562,12215562000
1378,93510,엔지브이아이,33003,자동차 신품 부품 제조업,6020000,3010000000
1379,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,11213332,5606666000
1380,183490,엔지켐생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,8247200,4123600000
1381,85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",79983352,39991676000
1382,182400,엔케이맥스,32101,기초 의약물질 및 생물학적 제제 제조업,34256114,17128057000
1383,9810,엔케이물산,74607,기타 전문 도매업,79439210,7943921000
1384,69410,엔텔스,105802,소프트웨어 개발 및 공급업,6899227,3449613500
1385,227950,엔투텍,32902,특수 목적용 기계 제조업,58616478,5861647800
1386,198080,엔피디,32602,전자부품 제조업,21535185,10767592500
1387,48830,엔피케이,32002,합성고무 및 플라스틱 물질 제조업,18723923,9361961500
1388,96870,엘디티,32601,반도체 제조업,6678400,3339200000
1389,276240,엘리비젼,32605,영상 및 음향기기 제조업,6674400,3337200000
1390,900140,엘브이엠씨홀딩스,74501,자동차 판매업,84348589,21087147
1391,61970,엘비세미콘,32601,반도체 제조업,43784592,21892296000
1392,138690,엘아이에스,32902,특수 목적용 기계 제조업,16085519,8042759500
1393,290650,엘앤씨바이오,32102,의약품 제조업,21877008,10984502000
1394,66970,엘앤에프,32802,일차전지 및 축전지 제조업,28058729,14029364500
1395,156100,엘앤케이바이오,32701,의료용 기기 제조업,13352243,6676121500
1396,311060,엘에이티,32902,특수 목적용 기계 제조업,2554510,1277255000
1397,73110,엘엠에스,32602,전자부품 제조업,8895755,4522877500
1398,83310,엘오티베큠,32902,특수 목적용 기계 제조업,16539093,8269546500
1399,297890,엘이티,32902,특수 목적용 기계 제조업,7109450,3554725000
1400,37950,엘컴텍,32602,전자부품 제조업,84447519,42223759500
1401,170920,엘티씨,32001,기초 화학물질 제조업,7728789,3864394500
1402,58630,엠게임,105802,소프트웨어 개발 및 공급업,19543877,9771938500
1403,58970,엠로,105802,소프트웨어 개발 및 공급업,5375254,2687627000
1404,19590,엠벤처투자,116402,신탁업 및 집합투자업,64208739,32104369500
1405,169330,엠브레인,137104,시장조사 및 여론조사업,8968459,4484229500
1406,97520,엠씨넥스,32605,영상 및 음향기기 제조업,17863482,8931741000
1407,179290,엠아이텍,32701,의료용 기기 제조업,31183148,15591574000
1408,225860,엠앤씨생명과학,32004,기타 화학제품 제조업,11358092,1135809200
1409,9780,엠에스씨,31007,기타 식품 제조업,17600000,8800000000
1410,123040,엠에스오토텍,33003,자동차 신품 부품 제조업,34727204,17363602000
1411,323230,엠에프엠코리아,31403,편조의복 제조업,17851079,1785107900
1412,32790,엠젠플러스,74605,기계장비 및 관련 물품 도매업,21962565,10981282500
1413,33160,엠케이전자,32602,전자부품 제조업,21807689,10903844500
1414,347890,엠투아이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",8399102,839910200
1415,33310,엠투엔,32509,기타 금속 가공제품 제조업,22189819,11094909500
1416,259630,엠플러스,32902,특수 목적용 기계 제조업,11402436,5701218000
1417,115960,연우,32202,플라스틱제품 제조업,12398000,6199000000
1418,60850,영림원소프트랩,105802,소프트웨어 개발 및 공급업,8131000,4065500000
1419,14440,영보화학,32202,플라스틱제품 제조업,20000000,10000000000
1420,7530,영신금속,32509,기타 금속 가공제품 제조업,12832968,6416484000
1421,143540,영우디에스피,32902,특수 목적용 기계 제조업,43232374,21616187000
1422,111770,영원무역,74608,상품 종합 도매업,44311468,22155734000
1423,9970,영원무역홀딩스,116409,기타 금융업,13635592,6817796000
1424,3520,영진약품,32102,의약품 제조업,182892731,91446365500
1425,670,영풍,32402,1차 비철금속 제조업,1842040,9210200000
1426,36560,영풍정밀,32901,일반 목적용 기계 제조업,15750000,7875000000
1427,6740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업",22200000,11100000000
1428,12280,영화금속,33003,자동차 신품 부품 제조업,53394505,27569082500
1429,265560,영화테크,33003,자동차 신품 부품 제조업,5345090,2672545000
1430,12160,영흥,32401,1차 철강 제조업,93594247,46797123500
1431,36000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업",23034277,11617138500
1432,250930,예선테크,32202,플라스틱제품 제조업,33000440,3300044000
1433,53280,예스24,74709,무점포 소매업,17200000,8600000000
1434,15360,예스코홀딩스,116409,기타 금융업,6000000,30000000000
1435,122640,예스티,32902,특수 목적용 기계 제조업,15137209,7568604500
1436,179720,옐로페이,105802,소프트웨어 개발 및 공급업,739500,369750000
1437,900300,오가닉티코스메틱,116409,기타 금융업,64411060,417480182
1438,45060,오공,32004,기타 화학제품 제조업,16941974,8470987000
1439,80520,오디텍,32601,반도체 제조업,11746609,5873304500
1440,7310,오뚜기,31007,기타 식품 제조업,3671981,18359905000
1441,39830,오로라,137302,전문디자인업,10762890,5381445000
1442,46120,오르비텍,137209,기타 과학기술 서비스업,23790573,11895286500
1443,14940,오리엔탈정공,32901,일반 목적용 기계 제조업,45573661,22786830500
1444,2630,오리엔트바이오,32102,의약품 제조업,118570046,59285023000
1445,65500,오리엔트정공,33003,자동차 신품 부품 제조업,117214562,58607281000
1446,271560,오리온,31007,기타 식품 제조업,39536132,19768066000
1447,1800,오리온홀딩스,116409,기타 금융업,62645422,31322711000
1448,10470,오리콤,137103,광고업,11845050,11845050000
1449,53980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",17747882,8873941000
1450,52420,오성첨단소재,32202,플라스틱제품 제조업,67850602,33986585000
1451,241790,오션브릿지,32902,특수 목적용 기계 제조업,10002634,5001317000
1452,329020,오션스톤,74603,음·식료품 및 담배 도매업,800000,400000000
1453,39200,오스코텍,32102,의약품 제조업,29914859,14957429500
1454,226400,오스테오닉,32701,의료용 기기 제조업,15229647,7614823500
1455,31510,오스템,33003,자동차 신품 부품 제조업,28000000,14000000000
1456,48260,오스템임플란트,32701,의료용 기기 제조업,14285717,7142858500
1457,138080,오이솔루션,32604,통신 및 방송 장비 제조업,10624095,5312047500
1458,80580,오킨스전자,32602,전자부품 제조업,17679298,8839649000
1459,67170,오텍,33004,자동차 재제조 부품 제조업,15391605,7695802500
1460,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",11860430,5930215000
1461,49480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",31422383,15711191500
1462,309930,오하임아이엔티,74705,기타 생활용품 소매업,19747691,1974769100
1463,244460,올리패스,32101,기초 의약물질 및 생물학적 제제 제조업,16648340,8324170000
1464,226950,올릭스,137001,자연과학 및 공학 연구개발업,13643160,6821580000
1465,57540,옴니시스템,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",46449355,23224677500
1466,82210,옵트론텍,32703,사진장비 및 광학기기 제조업,23675951,11837975500
1467,109080,옵티시스,32604,통신 및 방송 장비 제조업,5636000,2818000000
1468,153710,옵티팜,32103,의료용품 및 기타 의약 관련제품 제조업,14474458,7237229000
1469,321820,와이더플래닛,105802,소프트웨어 개발 및 공급업,6763282,3381641000
1470,122990,와이솔,32602,전자부품 제조업,28171941,14085970500
1471,232140,와이아이케이,32902,특수 목적용 기계 제조업,80757657,8075765700
1472,67900,와이엔텍,53802,폐기물 처리업,18199659,9099829500
1473,155650,와이엠씨,32602,전자부품 제조업,19974358,9987179000
1474,251370,와이엠티,32001,기초 화학물질 제조업,14954978,7477489000
1475,66430,와이오엠,74607,기타 전문 도매업,15855736,7927868000
1476,193250,와이제이엠게임즈,32602,전자부품 제조업,54147235,5414723500
1477,273060,와이즈버즈,137103,광고업,47552972,4755297200
1478,19210,와이지-원,32509,기타 금속 가공제품 제조업,30573819,15286909500
1479,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,18414569,9207284500
1480,332570,와이팜,32602,전자부품 제조업,37141356,18570678000
1481,79000,와토스코리아,32202,플라스틱제품 제조업,7200000,3600000000
1482,70960,용평리조트,95501,일반 및 생활 숙박시설 운영업,48133333,2.40667E+11
1483,114630,우노앤컴퍼니,32005,화학섬유 제조업,13573965,6886982500
1484,316140,우리금융지주,116409,기타 금융업,722267683,3.61134E+12
1485,33660,우리금융캐피탈,116409,기타 금융업,57545890,2.87729E+11
1486,32820,우리기술,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",127507567,63753783500
1487,41190,우리기술투자,116409,기타 금융업,84000000,42000000000
1488,115440,우리넷,32604,통신 및 방송 장비 제조업,9136944,4568472000
1489,4720,우리들제약,32102,의약품 제조업,14712933,7356466500
1490,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,50399433,25199716500
1491,46970,우리로,74607,기타 전문 도매업,28163495,14081747500
1492,82850,우리바이오,32804,전구 및 조명장치 제조업,44917878,22458939000
1493,215360,우리산업,33003,자동차 신품 부품 제조업,9132163,4566081500
1494,72470,우리산업홀딩스,33003,자동차 신품 부품 제조업,18887341,9443670500
1495,73560,우리손에프앤지,31001,"도축, 육류 가공 및 저장 처리업",69237643,34618821500
1496,153490,우리이앤엘,32601,반도체 제조업,49900000,24950000000
1497,37400,우리조명,32804,전구 및 조명장치 제조업,24923346,12461673000
1498,10050,우리종금,116409,기타 금융업,874203406,4.37102E+11
1499,101170,우림기계,32901,일반 목적용 기계 제조업,13500000,6750000000
1500,6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업",30900000,15450000000
1501,66590,우수AMS,33003,자동차 신품 부품 제조업,35618100,17809050000
1502,17370,우신시스템,32902,특수 목적용 기계 제조업,18314054,9157027000
1503,103840,우양,31003,"과실, 채소 가공 및 저장 처리업",12858000,1285800000
1504,46940,우원개발,64201,기반조성 및 시설물 축조관련 전문공사업,18074350,9037175000
1505,215380,우정바이오,137001,자연과학 및 공학 연구개발업,12092926,6046463000
1506,65680,우주일렉트로,32602,전자부품 제조업,9934220,4967110000
1507,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",20202234,10101117000
1508,18620,우진비앤지,32102,의약품 제조업,28889293,14444646500
1509,10400,우진아이엔에스,64202,건물설비 설치 공사업,7622000,3811000000
1510,49800,우진플라임,32902,특수 목적용 기계 제조업,10000000,5000000000
1511,16880,웅진,116409,기타 금융업,79378330,41939165000
1512,95720,웅진씽크빅,168501,초등 교육기관,115505985,58700796000
1513,5820,원림,31302,직물직조 및 직물제품 제조업,2200000,11000000000
1514,307280,원바이오젠,32103,의료용품 및 기타 의약 관련제품 제조업,28044846,2804484600
1515,53080,원방테크,32901,일반 목적용 기계 제조업,4294143,2147071500
1516,32940,원익,74605,기계장비 및 관련 물품 도매업,18193230,9096615000
1517,240810,원익IPS,32902,특수 목적용 기계 제조업,49083901,24541950500
1518,74600,원익QnC,32301,유리 및 유리제품 제조업,26288000,13144000000
1519,104830,원익머트리얼즈,32001,기초 화학물질 제조업,12608000,6304000000
1520,14190,원익큐브,74607,기타 전문 도매업,35399906,17699953000
1521,30530,원익홀딩스,116409,기타 금융업,77237981,38618990500
1522,12620,원일특강,32401,1차 철강 제조업,4400000,2200000000
1523,216280,원텍,32701,의료용 기기 제조업,4719040,2359520000
1524,122830,원포유,106102,전기 통신업,6550397,3275198500
1525,8370,원풍,32202,플라스틱제품 제조업,12000000,6000000000
1526,8290,원풍물산,31401,봉제의복 제조업,40693679,20346839500
1527,101160,월덱스,32602,전자부품 제조업,16510993,8255496500
1528,95270,웨이브일렉트로,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",14707614,7353807000
1529,10600,웰바이오텍,74601,상품 중개업,46782356,23391178000
1530,65950,웰크론,31302,직물직조 및 직물제품 제조업,28231302,14115651000
1531,76080,웰크론한텍,64101,건물 건설업,19980102,9990051000
1532,196700,웹스,32002,합성고무 및 플라스틱 물질 제조업,13698476,6849238000
1533,69080,웹젠,105802,소프트웨어 개발 및 공급업,35310884,17655442000
1534,53580,웹케시,105802,소프트웨어 개발 및 공급업,6763655,3381827500
1535,71460,위니아딤채,32805,가정용 기기 제조업,35967295,31872532500
1536,44340,위닉스,32805,가정용 기기 제조업,17873425,8936712500
1537,330350,위더스제약,32102,의약품 제조업,8792415,1758483000
1538,348350,위드텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5091800,2545900000
1539,112040,위메이드,105802,소프트웨어 개발 및 공급업,16800000,8680000000
1540,65370,위세아이텍,105802,소프트웨어 개발 및 공급업,4453611,2226805500
1541,140660,위월드,32604,통신 및 방송 장비 제조업,2487252,1243626000
1542,38620,위즈코프,74707,연료 소매업,40588035,20294017500
1543,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",31295521,15647760500
1544,36090,위지트,32902,특수 목적용 기계 제조업,90231385,45115692500
1545,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12198063,6099031500
1546,320000,윈텍,32902,특수 목적용 기계 제조업,18499148,1849914800
1547,97800,윈팩,32601,반도체 제조업,38292550,19146275000
1548,192390,윈하이텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",10656896,5328448000
1549,313760,윌링스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4862000,2431000000
1550,8600,윌비스,74604,생활용품 도매업,65771912,71418052000
1551,900340,윙입푸드,116409,기타 금융업,47973428,293632368
1552,33270,유나이티드제약,32102,의약품 제조업,16244822,8122411000
1553,14830,유니드,32001,기초 화학물질 제조업,8889843,44449215000
1554,36200,유니셈,32902,특수 목적용 기계 제조업,30664223,15332111500
1555,18000,유니슨,32901,일반 목적용 기계 제조업,121352102,60676051000
1556,910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",15611619,7805809500
1557,47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업",42000000,21000000000
1558,203450,유니온커뮤니티,32604,통신 및 방송 장비 제조업,14679007,7339503500
1559,11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업",68710343,34355171500
1560,77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업,27319725,13659862500
1561,11320,유니크,33003,자동차 신품 부품 제조업,19320695,9660347500
1562,86390,유니테스트,32902,특수 목적용 기계 제조업,21134126,10567063000
1563,241690,유니테크노,33003,자동차 신품 부품 제조업,23605590,11802795000
1564,142210,유니트론텍,74502,자동차 부품 및 내장품 판매업,12077643,6038821500
1565,121060,유니포인트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",5981670,2990835000
1566,48430,유라테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",11520000,5760000000
1567,206650,유바이오로직스,32102,의약품 제조업,34865492,17432746000
1568,89850,유비벨록스,105802,소프트웨어 개발 및 공급업,7115697,3557848500
1569,84440,유비온,106309,기타 정보 서비스업,2997107,1498553500
1570,32620,유비케어,105802,소프트웨어 개발 및 공급업,52197139,26098569500
1571,264450,유비쿼스,32604,통신 및 방송 장비 제조업,10245706,5122853000
1572,78070,유비쿼스홀딩스,32604,통신 및 방송 장비 제조업,18696628,10348314000
1573,2920,유성기업,33003,자동차 신품 부품 제조업,25947500,12973750000
1574,24800,유성티엔에스,84902,육상 여객 운송업,27213580,13606790000
1575,700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,26041812,65104530000
1576,54930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",3000000,15000000000
1577,69330,유아이디,32602,전자부품 제조업,11887792,5943896000
1578,49520,유아이엘,32602,전자부품 제조업,21784936,11142469000
1579,287410,유안타제3호스팩,116601,금융 지원 서비스업,4235000,423500000
1580,313750,유안타제4호스팩,116601,금융 지원 서비스업,4650000,465000000
1581,336060,유안타제5호스팩,116601,금융 지원 서비스업,5930000,593000000
